id,target
0,654.6982225046967
1,705.5898026611083
2,807.8643382203378
3,676.8514323204812
4,696.7044803762943
5,750.1251997093085
6,292.0554523768102
7,702.5401602401554
8,760.7355270048159
9,684.5920458353085
10,743.0769490826302
11,711.6853579928462
12,312.37923994222257
13,716.5643945614094
14,416.87954017425216
15,711.1233428452443
16,695.4041803353044
17,390.98569607914925
18,773.1868680043598
19,301.4301607439006
20,431.89387892669174
21,702.4647534916663
22,853.6718416925877
23,701.2377794284398
24,673.7873944440835
25,306.173125993745
26,306.4768053099046
27,690.4440392824278
28,361.75069367490755
29,699.8876932034545
30,765.2378456629701
31,735.2207581383008
32,396.5708941976255
33,748.8752566120456
34,314.6599641247668
35,698.7532610107208
36,682.2323804888615
37,675.5367840879612
38,714.7268283076493
39,299.4037697212041
40,680.7327890077905
41,847.06805780702
42,725.5233734911579
43,302.70258842321545
44,766.5132464395394
45,712.985069433347
46,753.2175687575794
47,652.1735245850966
48,729.232868639589
49,721.4983703356436
50,837.6550349708523
51,710.6296863233417
52,649.6802344602008
53,405.7211180009923
54,762.9132290405962
55,673.9745170309885
56,707.2668294354717
57,706.3894983411581
58,390.34655887652383
59,751.059721708737
60,676.5385692945348
61,703.8010192595406
62,697.1996924692388
63,834.7749128924656
64,288.8107268214311
65,747.5951811460033
66,706.1020253844657
67,722.8381403422064
68,687.9787828521418
69,715.2163294754323
70,717.5425658181248
71,724.5815984003347
72,653.7550524317772
73,679.4418384197795
74,746.3833149703253
75,810.0974497900269
76,317.46648770296173
77,704.931546110824
78,327.9630177769216
79,849.4646584621538
80,696.1926167730502
81,684.3881224910526
82,676.1403162387512
83,508.0272778526055
84,751.7172512318458
85,677.2929511633778
86,708.7788257696619
87,716.6982292602023
88,697.3818550020786
89,700.1706173991994
90,307.71102588790905
91,688.1387518704881
92,293.5322660471498
93,671.0737665579555
94,761.5431166102471
95,714.2034311118989
96,668.2422261490966
97,676.9024485985346
98,697.5902594969282
99,721.4867901372514
100,780.1291526833227
101,411.8158419204145
102,750.9050852015885
103,220.76961665156335
104,661.9998527683946
105,620.8778871982199
106,672.4370701982504
107,519.2243966554216
108,676.0280099806032
109,326.98455959868693
110,306.1517952757962
111,399.4317592507746
112,404.03964143984985
113,520.2067421558323
114,397.28929964044767
115,833.1079392490675
116,309.6372378110695
117,753.2240244806515
118,293.3359357544571
119,701.4707053341358
120,735.123148953555
121,660.3189896881485
122,277.59095875345076
123,676.5988710254518
124,813.6466777404609
125,707.1768135047416
126,680.625926040934
127,295.3127025616775
128,705.0444402113546
129,399.72472456469666
130,729.8983992293352
131,713.3566271714831
132,733.4981935570685
133,673.8470896784942
134,719.6161789067571
135,299.51445698501067
136,684.8980101477981
137,537.9678135341796
138,675.8538022399222
139,724.5800479687423
140,428.80446336860297
141,682.9913083435132
142,681.7416341300216
143,687.4370784142756
144,746.386016699393
145,405.8361026426141
146,651.5687574200197
147,728.2133910233874
148,696.0154206976691
149,398.63870703285585
150,853.2705462655291
151,849.5366580045818
152,683.0845280875128
153,682.240261505631
154,726.1915772950165
155,679.6533070375211
156,665.3988643780223
157,722.9547417151484
158,821.2673926237894
159,721.4975940429731
160,757.0505734114003
161,654.1202805829996
162,694.4923374798393
163,735.1030602394001
164,722.6610780138366
165,570.7863892729297
166,740.4734384619762
167,394.6394636574348
168,675.5293280539415
169,654.7750816698511
170,297.5084240646197
171,743.1146858730391
172,724.5622072229718
173,733.5681930351085
174,684.3997043876107
175,302.38488443445533
176,336.2849752074269
177,760.1015507172131
178,842.1199436041221
179,726.327295111628
180,660.6275023731502
181,701.8018955654865
182,772.922591702408
183,591.0072328102227
184,698.931459441807
185,752.9964929947689
186,755.8450127519562
187,753.4733755461316
188,712.2405432895196
189,208.05168736948326
190,683.9331808695705
191,703.5229660621012
192,727.7924151788186
193,706.251618246751
194,401.05821097642115
195,405.97191548132065
196,707.2487914172196
197,701.8862054067881
198,691.7710421057584
199,732.5841210673918
200,672.4977621894461
201,691.8707082964254
202,684.1337374126313
203,722.0581932748385
204,678.637527585038
205,718.616766115324
206,682.3107323265857
207,295.1841879113794
208,706.8858863355366
209,643.5758702981072
210,709.7118235324868
211,688.5645892878609
212,748.5192977576812
213,723.9598462091102
214,674.3155098570267
215,852.1356522531128
216,679.3347705420688
217,715.3572974947344
218,720.6199375459956
219,667.9676053026601
220,392.5118642655892
221,847.8335792151559
222,656.02862169875
223,751.8999669777897
224,296.55462037072743
225,749.6536329254479
226,646.8003967197315
227,203.90608727367197
228,672.2656091612341
229,304.9479311188625
230,746.8661790495602
231,743.7797164505524
232,662.0735121283942
233,714.4732129148706
234,817.5470077772636
235,783.068862808369
236,684.3025904969974
237,679.5375998392127
238,689.9666603634209
239,704.757960011216
240,678.4005791523582
241,772.8720225673906
242,192.5403001909005
243,322.5959991300619
244,703.4248762046907
245,747.9494062828571
246,181.26041133532135
247,740.8612933907862
248,294.80269609078255
249,303.4016441307343
250,697.477476055784
251,671.4010074154594
252,700.5152190662064
253,714.5754154383678
254,680.3767574267456
255,651.8708294818293
256,191.5523404364219
257,400.7298052180612
