id,target
0,712.2811
1,705.80115
2,839.3349
3,704.0391
4,701.0577
5,752.2817
6,273.51248
7,702.1893
8,759.69214
9,703.5078
10,748.6711
11,709.71423
12,302.17035
13,718.5648
14,407.22223
15,709.19226
16,694.874
17,392.3834
18,772.7062
19,297.31952
20,403.63806
21,725.7856
22,854.5403
23,698.4544
24,672.8338
25,291.65042
26,293.64532
27,695.39136
28,304.527
29,702.79407
30,775.8248
31,735.0932
32,399.26154
33,749.7533
34,293.74478
35,700.9207
36,680.67786
37,676.4688
38,716.4457
39,291.62354
40,691.673
41,845.38947
42,727.3242
43,290.89157
44,773.63873
45,738.41504
46,755.1839
47,687.97516
48,731.03613
49,723.34106
50,850.48694
51,713.77893
52,692.56934
53,392.48172
54,768.83875
55,704.5583
56,704.17584
57,706.3004
58,387.93588
59,749.0189
60,750.791
61,700.7843
62,706.21204
63,846.09094
64,291.7903
65,750.2874
66,713.2222
67,721.06714
68,701.0882
69,713.6069
70,717.3813
71,722.19257
72,686.3289
73,680.21826
74,747.65814
75,840.63324
76,312.05414
77,705.85364
78,313.02206
79,850.2301
80,695.9
81,739.8121
82,676.19934
83,511.43912
84,773.54407
85,681.58484
86,710.8144
87,718.88116
88,698.0337
89,702.52325
90,306.69852
91,719.3509
92,292.95773
93,677.50073
94,760.6165
95,720.1889
96,668.1357
97,677.68097
98,706.5745
99,723.2655
100,780.56366
101,409.49115
102,751.88257
103,209.74078
104,679.5331
105,646.1835
106,691.87854
107,526.59674
108,707.73816
109,295.12506
110,299.56158
111,399.12958
112,403.59967
113,521.9624
114,396.73395
115,844.9215
116,304.96948
117,753.4039
118,296.36798
119,701.06195
120,745.97784
121,677.7185
122,278.55396
123,712.13617
124,831.7294
125,702.31445
126,679.7556
127,293.33807
128,702.8786
129,400.7372
130,731.5522
131,715.4625
132,735.055
133,684.6131
134,718.3098
135,299.27222
136,680.7372
137,542.2449
138,679.47955
139,724.2109
140,404.53226
141,681.88055
142,683.0345
143,734.97144
144,753.0556
145,404.40884
146,690.6232
147,727.65137
148,726.14777
149,399.92786
150,852.87476
151,849.9358
152,682.9426
153,683.5171
154,741.68506
155,682.8223
156,668.955
157,728.5162
158,848.30817
159,722.37146
160,765.7733
161,678.2725
162,704.14276
163,735.694
164,731.2284
165,578.5298
166,740.02655
167,394.57617
168,715.91205
169,684.6704
170,298.69153
171,743.1342
172,732.2151
173,736.58496
174,705.04224
175,297.41202
176,318.9815
177,773.1303
178,848.8306
179,726.2548
180,703.0995
181,703.0393
182,781.78876
183,576.71814
184,697.368
185,754.32227
186,754.8518
187,753.4889
188,710.6398
189,184.0967
190,702.275
191,703.48676
192,730.8164
193,711.4019
194,402.68774
195,403.0417
196,717.7256
197,702.97626
198,708.41833
199,730.901
200,686.50757
201,724.8872
202,685.14954
203,726.2595
204,680.3369
205,738.89435
206,698.12866
207,293.9847
208,707.8619
209,697.0523
210,710.9051
211,720.36395
212,750.1364
213,733.30005
214,681.8207
215,844.5714
216,734.3086
217,714.69867
218,740.2389
219,669.8789
220,379.04474
221,849.31726
222,703.61755
223,754.0452
224,296.80035
225,749.2376
226,685.4776
227,175.47409
228,682.9377
229,301.79437
230,749.3356
231,743.60114
232,666.7889
233,714.31824
234,848.75964
235,788.64
236,683.72046
237,720.0388
238,692.0111
239,705.12964
240,681.21674
241,777.1437
242,180.71083
243,324.9081
244,704.91144
245,747.0829
246,167.71631
247,739.4775
248,297.20663
249,301.16702
250,710.10144
251,676.14905
252,747.8431
253,713.1736
254,708.83984
255,696.2578
256,172.06999
257,403.1806
258,749.0841
259,406.52762
260,749.4792
261,748.95764
262,272.95584
263,612.738
264,404.2073
265,405.26855
266,694.54517
267,558.6193
268,769.0548
269,729.31885
270,685.2083
271,717.214
272,726.93097
273,407.6498
274,688.63965
275,752.8524
276,169.00076
277,842.04456
278,508.4581
279,704.6199
280,714.7999
281,698.6025
282,676.93524
283,680.28186
284,730.6478
285,763.05566
286,719.30896
287,292.21164
288,727.89886
289,705.46765
290,722.17035
291,717.117
292,680.4513
293,720.027
294,702.39746
295,734.9629
296,717.0216
297,297.8616
298,293.72125
299,744.9532
300,723.63116
301,688.2397
302,734.9989
303,745.6709
304,722.00446
305,708.82605
306,753.4057
307,679.83484
308,399.28873
309,781.2378
310,775.604
311,738.2615
312,715.60724
313,293.31833
314,701.8818
315,682.13007
316,682.48785
317,848.5328
318,688.6613
319,293.7509
320,710.4714
321,704.2825
322,281.0516
323,671.1923
324,402.12555
325,850.669
326,706.43616
327,845.28613
328,809.3371
329,771.15625
330,774.35675
331,725.13873
332,752.13104
333,294.02484
334,294.653
335,297.24078
336,238.83463
337,749.6855
338,705.25415
339,719.38824
340,733.4335
341,399.58737
342,742.9241
343,711.3028
344,751.79266
345,835.8728
346,708.774
347,679.29083
348,301.13474
349,330.86313
350,702.01733
351,706.9242
352,697.16754
353,217.53468
354,733.40106
355,731.2305
356,748.67206
357,724.24866
358,700.68427
359,665.5063
360,694.22186
361,779.87897
362,773.7995
363,678.54596
364,850.75934
365,719.30005
366,684.7098
367,683.10345
368,397.18948
369,741.01465
370,400.7773
371,524.0155
372,721.06165
373,705.15497
374,717.06
375,845.7012
376,178.96474
377,673.53204
378,681.2244
379,710.24164
380,450.8025
381,686.5307
382,715.35785
383,666.35223
384,706.21344
385,740.4663
386,482.85416
387,714.8403
388,301.58722
389,752.19354
390,850.3983
391,717.06335
392,732.2648
393,716.25854
394,698.98334
395,732.6107
396,718.5395
397,787.4052
398,704.0095
399,778.2888
400,722.1719
401,733.7973
402,712.1556
403,504.50204
404,730.8526
405,760.93207
406,724.4231
407,687.58856
408,706.8301
409,291.13507
410,296.11472
411,730.44446
412,707.0885
413,564.3408
414,305.8415
415,710.2608
416,396.25647
417,294.38916
418,756.81415
419,679.5603
420,707.29865
421,719.0675
422,690.46027
423,719.86316
424,679.95166
425,683.7673
426,701.4559
427,746.3647
428,706.3408
429,723.45825
430,781.4799
431,706.0498
432,300.08167
433,449.4427
434,732.09106
435,748.2159
436,752.2337
437,750.0039
438,738.61237
439,298.77982
440,482.80127
441,726.67474
442,679.74524
443,783.3101
444,749.6761
445,706.82
446,701.61896
447,702.3411
448,699.90155
449,275.71762
450,418.03696
451,694.22485
452,702.75305
453,181.38799
454,717.35223
455,702.44543
456,759.23724
457,744.5458
458,741.5906
459,679.22675
460,711.54565
461,723.55817
462,742.0402
463,701.3272
464,295.727
465,706.8009
466,682.60284
467,406.88318
468,753.10406
469,293.94833
470,707.97894
471,751.81335
472,525.6569
473,728.2385
474,682.94116
475,403.73315
476,847.90344
477,701.11163
478,833.2185
479,295.14713
480,406.70944
481,689.4424
482,731.64703
483,252.89113
484,696.84973
485,718.5771
486,482.19318
487,684.9692
488,706.3185
489,685.512
490,736.4509
491,737.03516
492,697.95355
493,299.01242
494,684.6462
495,681.88153
496,718.7789
497,731.0905
498,680.5731
499,703.73486
500,296.32483
501,726.1606
502,305.97946
503,401.10535
504,704.02686
505,766.16254
506,687.0303
507,704.30023
508,746.8915
509,396.89154
510,399.89954
511,765.93396
512,701.87915
513,712.01086
514,744.2641
515,684.0519
516,855.6343
517,768.186
518,704.9178
519,684.12854
520,706.0398
521,676.95654
522,680.4245
523,711.48267
524,625.95526
525,292.0479
526,409.16425
527,695.4861
528,725.3762
529,841.7002
530,710.3678
531,740.98566
532,690.4673
533,717.3297
534,706.27405
535,753.1582
536,702.17816
537,682.197
538,712.90454
539,693.3042
540,677.4914
541,259.60574
542,849.044
543,730.53204
544,726.10486
545,683.21967
546,712.7304
547,839.65466
548,140.52893
549,677.7292
550,683.34265
551,559.7319
552,304.24777
553,725.58453
554,302.72192
555,415.6438
556,737.0095
557,731.3025
558,297.638
559,680.851
560,508.35043
561,699.1212
562,763.0596
563,293.09702
564,713.7964
565,393.30048
566,849.9039
567,703.4533
568,830.232
569,737.4193
570,304.67535
571,680.5698
572,706.71625
573,704.54626
574,678.4755
575,750.5338
576,740.89197
577,400.78043
578,753.4401
579,791.0766
580,748.04663
581,715.4989
582,734.2513
583,743.7004
584,704.41315
585,789.59064
586,711.41547
587,776.3785
588,741.1893
589,690.8775
590,671.57904
591,744.5033
592,750.83685
593,297.30164
594,688.2766
595,697.7955
596,702.51263
597,712.33875
598,849.4102
599,678.1804
600,704.2758
601,701.6774
602,758.23206
603,850.48505
604,770.28656
605,184.12686
606,295.02615
607,753.44336
608,685.2709
